,Unnamed: 0,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand,CLASS,HANDLING_COST_BRIDGE,HANDLING_COST_AWAY,HANDLING_COST_BRIDGE_ON_BUSES,Stand_Take_Time_Away,Stand_Take_Time_Bridge,Stand_Leave_Time_Bridge,Stand_Leave_Time_Away,BRIDGE_CODE,ACTUAL_LEAVE,ACTUAL_TAKE,Стоимость размещения,Минимальная стоимость размещения,Тип обслуживания
251,764,D,17.08.2019 7:45,SU,1138,D,1,AER,32B,183,171,114,Narrow_Body,1250,1495,1625,2019-08-17 06:40:00,2019-08-17 06:55:00,2019-08-17 07:45:00,2019-08-17 07:45:00,DD,2019-08-17 07:45:00,2019-08-17 06:35:00,1850,1850,Телетрап
252,448,D,17.08.2019 7:45,SU,2006,I,3,WAW,32A,158,144,18,Narrow_Body,1250,1495,1625,2019-08-17 06:40:00,2019-08-17 06:55:00,2019-08-17 07:45:00,2019-08-17 07:45:00,ID,2019-08-17 07:45:00,2019-08-17 06:27:00,2225,1550,Автобусы
253,664,A,17.08.2019 7:50,N4,478,I,2,EVN,73H,189,180,52,Narrow_Body,1250,1495,1625,2019-08-17 07:50:00,2019-08-17 07:50:00,2019-08-17 08:40:00,2019-08-17 08:55:00,IA,2019-08-17 09:04:00,2019-08-17 07:50:00,1970,1850,Телетрап
254,185,D,17.08.2019 7:50,SU,1042,D,1,OGZ,32A,158,140,199,Narrow_Body,1250,1495,1625,2019-08-17 06:45:00,2019-08-17 07:00:00,2019-08-17 07:50:00,2019-08-17 07:50:00,DD,2019-08-17 07:50:00,2019-08-17 06:40:00,2095,1850,Автобусы
255,1006,A,17.08.2019 7:50,FB,643,I,2,BOJ,320,180,178,46,Narrow_Body,1250,1495,1625,2019-08-17 07:50:00,2019-08-17 07:50:00,2019-08-17 08:40:00,2019-08-17 08:55:00,IA,2019-08-17 09:03:00,2019-08-17 07:50:00,1940,1850,Телетрап
256,971,D,17.08.2019 7:50,SU,2424,I,5,BLQ,320,140,126,8,Narrow_Body,1250,1495,1625,2019-08-17 06:45:00,2019-08-17 07:00:00,2019-08-17 07:50:00,2019-08-17 07:50:00,ID,2019-08-17 07:50:00,2019-08-17 06:36:00,2095,1700,Автобусы
257,474,D,17.08.2019 7:50,SU,2130,I,2,IST,73H,158,149,80,Narrow_Body,1250,1495,1625,2019-08-17 06:45:00,2019-08-17 07:00:00,2019-08-17 07:50:00,2019-08-17 07:50:00,ID,2019-08-17 07:50:00,2019-08-17 06:40:00,2005,1850,Автобусы
258,246,A,17.08.2019 7:50,SU,1185,D,1,VOG,73H,158,148,119,Narrow_Body,1250,1495,1625,2019-08-17 07:50:00,2019-08-17 07:50:00,2019-08-17 08:40:00,2019-08-17 08:55:00,DA,2019-08-17 09:05:00,2019-08-17 07:50:00,2000,1850,Телетрап
259,815,D,17.08.2019 7:55,SU,2306,I,3,FRA,32B,183,178,44,Narrow_Body,1250,1495,1625,2019-08-17 06:50:00,2019-08-17 07:05:00,2019-08-17 07:55:00,2019-08-17 07:55:00,ID,2019-08-17 07:55:00,2019-08-17 06:39:00,2365,1550,Автобусы
260,379,A,17.08.2019 8:00,SU,1533,D,1,CEK,32A,158,152,196,Narrow_Body,1250,1495,1625,2019-08-17 08:00:00,2019-08-17 08:00:00,2019-08-17 08:50:00,2019-08-17 09:05:00,DA,2019-08-17 09:13:00,2019-08-17 08:00:00,2035,1850,Автобусы
261,720,A,17.08.2019 8:00,D2,151,D,1,CEE,SU9,100,31,191,Regional,1000,1150,1250,2019-08-17 08:00:00,2019-08-17 08:00:00,2019-08-17 08:40:00,2019-08-17 08:50:00,DA,2019-08-17 08:56:00,2019-08-17 08:00:00,1480,1450,Автобусы
262,525,D,17.08.2019 8:00,SU,2480,I,3,NAP,73H,158,158,38,Narrow_Body,1250,1495,1625,2019-08-17 06:55:00,2019-08-17 07:10:00,2019-08-17 08:00:00,2019-08-17 08:00:00,ID,2019-08-17 08:00:00,2019-08-17 06:40:00,2405,1550,Автобусы
263,618,D,17.08.2019 8:00,SU,252,I,3,ICN,333,296,294,29,Wide_Body,1500,1840,2000,2019-08-17 06:40:00,2019-08-17 07:00:00,2019-08-17 08:00:00,2019-08-17 08:00:00,ID,2019-08-17 08:00:00,2019-08-17 06:43:00,2010,1800,Телетрап
264,309,A,17.08.2019 8:00,SU,1395,D,1,PEE,32A,158,155,202,Narrow_Body,1250,1495,1625,2019-08-17 08:00:00,2019-08-17 08:00:00,2019-08-17 08:50:00,2019-08-17 09:05:00,DA,2019-08-17 09:11:00,2019-08-17 08:00:00,2005,1850,Автобусы
265,307,A,17.08.2019 8:05,SU,1383,D,1,HMA,73H,158,147,113,Narrow_Body,1250,1495,1625,2019-08-17 08:05:00,2019-08-17 08:05:00,2019-08-17 08:55:00,2019-08-17 09:10:00,DA,2019-08-17 09:19:00,2019-08-17 08:05:00,1970,1850,Телетрап
266,802,D,17.08.2019 8:05,SU,2110,I,2,ATH,32B,183,166,77,Narrow_Body,1250,1495,1625,2019-08-17 07:00:00,2019-08-17 07:15:00,2019-08-17 08:05:00,2019-08-17 08:05:00,ID,2019-08-17 08:05:00,2019-08-17 06:52:00,2185,1850,Автобусы
267,360,D,17.08.2019 8:05,SU,1498,D,1,GRV,32A,158,132,130,Narrow_Body,1250,1495,1625,2019-08-17 07:00:00,2019-08-17 07:15:00,2019-08-17 08:05:00,2019-08-17 08:05:00,DD,2019-08-17 08:05:00,2019-08-17 06:47:00,2090,1850,Телетрап
268,790,A,17.08.2019 8:05,SU,1957,I,2,TSE,32B,183,156,80,Narrow_Body,1250,1495,1625,2019-08-17 08:05:00,2019-08-17 08:05:00,2019-08-17 08:55:00,2019-08-17 09:10:00,IA,2019-08-17 09:15:00,2019-08-17 08:05:00,2005,1850,Автобусы
269,187,D,17.08.2019 8:05,SU,1052,D,1,MCX,32A,158,125,220,Narrow_Body,1250,1495,1625,2019-08-17 07:00:00,2019-08-17 07:15:00,2019-08-17 08:05:00,2019-08-17 08:05:00,DD,2019-08-17 08:05:00,2019-08-17 06:52:00,2035,1850,Автобусы
270,233,D,17.08.2019 8:10,SU,1152,D,1,GDZ,32A,158,156,120,Narrow_Body,1250,1495,1625,2019-08-17 07:05:00,2019-08-17 07:20:00,2019-08-17 08:10:00,2019-08-17 08:10:00,DD,2019-08-17 08:10:00,2019-08-17 06:56:00,1970,1850,Телетрап
271,258,D,17.08.2019 8:10,SU,1210,D,1,KUF,32A,158,140,108,Narrow_Body,1250,1495,1625,2019-08-17 07:05:00,2019-08-17 07:20:00,2019-08-17 08:10:00,2019-08-17 08:10:00,DD,2019-08-17 08:10:00,2019-08-17 06:52:00,2095,1850,Автобусы
272,690,A,17.08.2019 8:10,FV,6164,D,3,KGD,73H,189,185,15,Narrow_Body,1250,1495,1625,2019-08-17 08:10:00,2019-08-17 08:10:00,2019-08-17 09:00:00,2019-08-17 09:15:00,DA,2019-08-17 09:14:00,2019-08-17 08:10:00,1670,1550,Телетрап
273,436,D,17.08.2019 8:10,SU,1872,I,3,TAS,73H,158,153,28,Narrow_Body,1250,1495,1625,2019-08-17 07:05:00,2019-08-17 07:20:00,2019-08-17 08:10:00,2019-08-17 08:10:00,ID,2019-08-17 08:10:00,2019-08-17 07:00:00,1850,1550,Телетрап
274,46,D,17.08.2019 8:10,SU,1332,D,1,ARH,SU9,87,83,116,Regional,1000,1150,1250,2019-08-17 07:20:00,2019-08-17 07:30:00,2019-08-17 08:10:00,2019-08-17 08:10:00,DD,2019-08-17 08:10:00,2019-08-17 07:07:00,1690,1600,Телетрап
275,487,D,17.08.2019 8:15,SU,2168,I,5,BRU,73H,158,148,39,Narrow_Body,1250,1495,1625,2019-08-17 07:10:00,2019-08-17 07:25:00,2019-08-17 08:15:00,2019-08-17 08:15:00,ID,2019-08-17 08:15:00,2019-08-17 07:09:00,1730,1700,Телетрап
276,462,D,17.08.2019 8:15,SU,2060,I,2,SOF,32A,158,151,54,Narrow_Body,1250,1495,1625,2019-08-17 07:10:00,2019-08-17 07:25:00,2019-08-17 08:15:00,2019-08-17 08:15:00,ID,2019-08-17 08:15:00,2019-08-17 07:02:00,1940,1850,Телетрап
277,923,A,17.08.2019 8:15,SU,1961,I,2,KZO,320,140,135,60,Narrow_Body,1250,1495,1625,2019-08-17 08:15:00,2019-08-17 08:15:00,2019-08-17 09:05:00,2019-08-17 09:20:00,IA,2019-08-17 09:28:00,2019-08-17 08:15:00,1940,1850,Телетрап
278,273,A,17.08.2019 8:15,SU,1235,D,1,UFA,32A,158,152,205,Narrow_Body,1250,1495,1625,2019-08-17 08:15:00,2019-08-17 08:15:00,2019-08-17 09:05:00,2019-08-17 09:20:00,DA,2019-08-17 09:25:00,2019-08-17 08:15:00,1945,1850,Автобусы
279,382,D,17.08.2019 8:15,SU,1546,D,1,AAQ,32A,158,152,126,Narrow_Body,1250,1495,1625,2019-08-17 07:10:00,2019-08-17 07:25:00,2019-08-17 08:15:00,2019-08-17 08:15:00,DD,2019-08-17 08:15:00,2019-08-17 06:57:00,2090,1850,Телетрап
280,169,D,17.08.2019 8:15,SU,520,I,5,DXB,73H,158,158,36,Narrow_Body,1250,1495,1625,2019-08-17 07:10:00,2019-08-17 07:25:00,2019-08-17 08:15:00,2019-08-17 08:15:00,ID,2019-08-17 08:15:00,2019-08-17 07:06:00,1820,1700,Телетрап
281,679,D,17.08.2019 8:20,FV,6137,D,3,KRR,73H,189,95,2,Narrow_Body,1250,1495,1625,2019-08-17 07:15:00,2019-08-17 07:30:00,2019-08-17 08:20:00,2019-08-17 08:20:00,DD,2019-08-17 08:20:00,2019-08-17 07:10:00,1945,1550,Автобусы
282,128,D,17.08.2019 8:20,SU,10,D,1,LED,32A,158,144,107,Narrow_Body,1250,1495,1625,2019-08-17 07:15:00,2019-08-17 07:30:00,2019-08-17 08:20:00,2019-08-17 08:20:00,DD,2019-08-17 08:20:00,2019-08-17 07:04:00,2095,1850,Автобусы
283,284,D,17.08.2019 8:20,SU,1268,D,1,KZN,32A,158,144,111,Narrow_Body,1250,1495,1625,2019-08-17 07:15:00,2019-08-17 07:30:00,2019-08-17 08:20:00,2019-08-17 08:20:00,DD,2019-08-17 08:20:00,2019-08-17 07:04:00,2125,1850,Автобусы
284,95,A,17.08.2019 8:20,SU,1509,D,1,TJM,SU9,87,86,217,Regional,1000,1150,1250,2019-08-17 08:20:00,2019-08-17 08:20:00,2019-08-17 09:00:00,2019-08-17 09:10:00,DA,2019-08-17 09:15:00,2019-08-17 08:20:00,1600,1600,Автобусы
285,1073,D,17.08.2019 8:25,FV,6151,D,3,SIP,77W,457,447,16,Wide_Body,1500,1840,2000,2019-08-17 07:05:00,2019-08-17 07:25:00,2019-08-17 08:25:00,2019-08-17 08:25:00,DD,2019-08-17 08:25:00,2019-08-17 07:14:00,1830,1800,Телетрап
286,345,A,17.08.2019 8:25,SU,1459,D,3,NOZ,73H,158,155,17,Narrow_Body,1250,1495,1625,2019-08-17 08:25:00,2019-08-17 08:25:00,2019-08-17 09:15:00,2019-08-17 09:30:00,DA,2019-08-17 09:27:00,2019-08-17 08:25:00,1610,1550,Телетрап
287,966,D,17.08.2019 8:25,SU,2410,I,3,MXP,320,140,140,11,Narrow_Body,1250,1495,1625,2019-08-17 07:20:00,2019-08-17 07:35:00,2019-08-17 08:25:00,2019-08-17 08:25:00,ID,2019-08-17 08:25:00,2019-08-17 07:14:00,1855,1550,Автобусы
288,362,D,17.08.2019 8:25,SU,1500,D,1,TJM,32A,158,157,127,Narrow_Body,1250,1495,1625,2019-08-17 07:20:00,2019-08-17 07:35:00,2019-08-17 08:25:00,2019-08-17 08:25:00,DD,2019-08-17 08:25:00,2019-08-17 07:10:00,2000,1850,Телетрап
289,226,A,17.08.2019 8:25,SU,1145,D,1,AAQ,73H,158,155,220,Narrow_Body,1250,1495,1625,2019-08-17 08:25:00,2019-08-17 08:25:00,2019-08-17 09:15:00,2019-08-17 09:30:00,DA,2019-08-17 09:38:00,2019-08-17 08:25:00,2035,1850,Автобусы
290,287,A,17.08.2019 8:25,SU,1275,D,1,KRR,73H,158,149,213,Narrow_Body,1250,1495,1625,2019-08-17 08:25:00,2019-08-17 08:25:00,2019-08-17 09:15:00,2019-08-17 09:30:00,DA,2019-08-17 09:36:00,2019-08-17 08:25:00,2005,1850,Автобусы
291,850,D,17.08.2019 8:30,SU,2104,I,5,VNO,321,170,137,79,Narrow_Body,1250,1495,1625,2019-08-17 07:25:00,2019-08-17 07:40:00,2019-08-17 08:30:00,2019-08-17 08:30:00,ID,2019-08-17 08:30:00,2019-08-17 07:17:00,2215,1700,Автобусы
292,163,A,17.08.2019 8:30,SU,47,D,1,LED,73H,158,140,125,Narrow_Body,1250,1495,1625,2019-08-17 08:30:00,2019-08-17 08:30:00,2019-08-17 09:20:00,2019-08-17 09:35:00,DA,2019-08-17 09:47:00,2019-08-17 08:30:00,2060,1850,Телетрап
293,855,D,17.08.2019 8:30,SU,2202,I,3,HEL,321,170,158,74,Narrow_Body,1250,1495,1625,2019-08-17 07:25:00,2019-08-17 07:40:00,2019-08-17 08:30:00,2019-08-17 08:30:00,ID,2019-08-17 08:30:00,2019-08-17 07:16:00,2215,1550,Автобусы
294,310,D,17.08.2019 8:30,SU,1400,D,1,SVX,32A,158,153,109,Narrow_Body,1250,1495,1625,2019-08-17 07:25:00,2019-08-17 07:40:00,2019-08-17 08:30:00,2019-08-17 08:30:00,DD,2019-08-17 08:30:00,2019-08-17 07:13:00,2095,1850,Автобусы
295,100,D,17.08.2019 8:35,SU,1830,I,3,MSQ,SU9,87,75,6,Regional,1000,1150,1250,2019-08-17 07:45:00,2019-08-17 07:55:00,2019-08-17 08:35:00,2019-08-17 08:35:00,ID,2019-08-17 08:35:00,2019-08-17 07:37:00,1540,1300,Автобусы
296,838,D,17.08.2019 8:35,SU,2602,I,3,MAD,32B,183,143,7,Narrow_Body,1250,1495,1625,2019-08-17 07:30:00,2019-08-17 07:45:00,2019-08-17 08:35:00,2019-08-17 08:35:00,ID,2019-08-17 08:35:00,2019-08-17 07:22:00,2035,1550,Автобусы
297,253,A,17.08.2019 8:35,SU,1199,D,1,KZN,32A,158,70,89,Narrow_Body,1250,1495,1625,2019-08-17 08:35:00,2019-08-17 08:35:00,2019-08-17 09:25:00,2019-08-17 09:40:00,DA,2019-08-17 09:45:00,2019-08-17 08:35:00,1810,1795,Автобусы
298,407,A,17.08.2019 8:35,SU,1639,D,3,OMS,32A,158,127,2,Narrow_Body,1250,1495,1625,2019-08-17 08:35:00,2019-08-17 08:35:00,2019-08-17 09:25:00,2019-08-17 09:40:00,DA,2019-08-17 09:45:00,2019-08-17 08:35:00,1945,1550,Автобусы
299,958,D,17.08.2019 8:35,SU,2402,I,3,FCO,320,140,130,84,Narrow_Body,1250,1495,1625,2019-08-17 07:30:00,2019-08-17 07:45:00,2019-08-17 08:35:00,2019-08-17 08:35:00,ID,2019-08-17 08:35:00,2019-08-17 07:20:00,2245,1550,Автобусы
300,952,D,17.08.2019 8:35,SU,2378,I,3,MRS,320,140,120,4,Narrow_Body,1250,1495,1625,2019-08-17 07:30:00,2019-08-17 07:45:00,2019-08-17 08:35:00,2019-08-17 08:35:00,ID,2019-08-17 08:35:00,2019-08-17 07:22:00,2005,1550,Автобусы
301,240,A,17.08.2019 8:40,SU,1173,D,1,ASF,32A,158,154,131,Narrow_Body,1250,1495,1625,2019-08-17 08:40:00,2019-08-17 08:40:00,2019-08-17 09:30:00,2019-08-17 09:45:00,DA,2019-08-17 09:57:00,2019-08-17 08:40:00,2060,1850,Телетрап
302,687,D,17.08.2019 8:40,FV,6161,D,3,KGD,73H,189,130,9,Narrow_Body,1250,1495,1625,2019-08-17 07:35:00,2019-08-17 07:50:00,2019-08-17 08:40:00,2019-08-17 08:40:00,DD,2019-08-17 08:40:00,2019-08-17 07:25:00,2035,1550,Автобусы
303,611,A,17.08.2019 8:40,SU,331,I,3,ULN,332,229,204,23,Wide_Body,1500,1840,2000,2019-08-17 08:40:00,2019-08-17 08:40:00,2019-08-17 09:40:00,2019-08-17 10:00:00,IA,2019-08-17 09:52:00,2019-08-17 08:40:00,1860,1800,Телетрап
304,644,D,17.08.2019 8:40,N4,183,D,3,MRV,73H,189,152,22,Narrow_Body,1250,1495,1625,2019-08-17 07:35:00,2019-08-17 07:50:00,2019-08-17 08:40:00,2019-08-17 08:40:00,DD,2019-08-17 08:40:00,2019-08-17 07:22:00,2165,1550,Автобусы
305,80,D,17.08.2019 8:40,SU,1390,D,1,SCW,SU9,87,87,118,Regional,1000,1150,1250,2019-08-17 07:50:00,2019-08-17 08:00:00,2019-08-17 08:40:00,2019-08-17 08:40:00,DD,2019-08-17 08:40:00,2019-08-17 07:36:00,1720,1600,Телетрап
306,469,D,17.08.2019 8:45,SU,2106,I,5,TLL,73H,158,134,41,Narrow_Body,1250,1495,1625,2019-08-17 07:40:00,2019-08-17 07:55:00,2019-08-17 08:45:00,2019-08-17 08:45:00,ID,2019-08-17 08:45:00,2019-08-17 07:35:00,1850,1700,Телетрап
307,1053,D,17.08.2019 8:45,AF,1145,I,5,CDG,319,143,115,78,Narrow_Body,1250,1495,1625,2019-08-17 07:40:00,2019-08-17 07:55:00,2019-08-17 08:45:00,2019-08-17 08:45:00,ID,2019-08-17 08:45:00,2019-08-17 07:34:00,2215,1700,Автобусы
308,1007,D,17.08.2019 8:45,FB,644,I,2,BOJ,320,180,173,55,Narrow_Body,1250,1495,1625,2019-08-17 07:40:00,2019-08-17 07:55:00,2019-08-17 08:45:00,2019-08-17 08:45:00,ID,2019-08-17 08:45:00,2019-08-17 07:34:00,1880,1850,Телетрап
309,949,D,17.08.2019 8:45,SU,2374,I,3,LYS,320,140,112,5,Narrow_Body,1250,1495,1625,2019-08-17 07:40:00,2019-08-17 07:55:00,2019-08-17 08:45:00,2019-08-17 08:45:00,ID,2019-08-17 08:45:00,2019-08-17 07:33:00,1975,1550,Автобусы
310,917,A,17.08.2019 8:45,SU,1675,D,3,ROV,320,140,108,10,Narrow_Body,1250,1495,1625,2019-08-17 08:45:00,2019-08-17 08:45:00,2019-08-17 09:35:00,2019-08-17 09:50:00,DA,2019-08-17 09:55:00,2019-08-17 08:45:00,1825,1550,Автобусы
311,867,A,17.08.2019 8:50,KC,893,I,5,TSE,32N,162,111,34,Narrow_Body,1250,1495,1625,2019-08-17 08:50:00,2019-08-17 08:50:00,2019-08-17 09:40:00,2019-08-17 09:55:00,IA,2019-08-17 09:55:00,2019-08-17 08:50:00,1700,1700,Телетрап
312,343,A,17.08.2019 8:50,SU,1447,D,3,BAX,32A,158,127,12,Narrow_Body,1250,1495,1625,2019-08-17 08:50:00,2019-08-17 08:50:00,2019-08-17 09:40:00,2019-08-17 09:55:00,DA,2019-08-17 09:54:00,2019-08-17 08:50:00,1670,1550,Телетрап
313,982,D,17.08.2019 8:50,SU,2576,I,3,LHR,320,140,121,32,Narrow_Body,1250,1495,1625,2019-08-17 07:45:00,2019-08-17 08:00:00,2019-08-17 08:50:00,2019-08-17 08:50:00,ID,2019-08-17 08:50:00,2019-08-17 07:41:00,1820,1550,Телетрап
314,583,D,17.08.2019 8:50,SU,502,I,3,TLV,77W,402,393,21,Wide_Body,1500,1840,2000,2019-08-17 07:30:00,2019-08-17 07:50:00,2019-08-17 08:50:00,2019-08-17 08:50:00,ID,2019-08-17 08:50:00,2019-08-17 07:36:00,1920,1800,Телетрап
315,377,A,17.08.2019 8:55,SU,1531,D,3,TOF,73H,158,157,4,Narrow_Body,1250,1495,1625,2019-08-17 08:55:00,2019-08-17 08:55:00,2019-08-17 09:45:00,2019-08-17 10:00:00,DA,2019-08-17 10:08:00,2019-08-17 08:55:00,2005,1550,Автобусы
316,50,D,17.08.2019 8:55,SU,1350,D,1,VOZ,SU9,87,73,197,Regional,1000,1150,1250,2019-08-17 08:05:00,2019-08-17 08:15:00,2019-08-17 08:55:00,2019-08-17 08:55:00,DD,2019-08-17 08:55:00,2019-08-17 07:58:00,1555,1450,Автобусы
317,602,D,17.08.2019 8:55,SU,2380,I,2,GVA,333,302,209,53,Wide_Body,1500,1840,2000,2019-08-17 07:35:00,2019-08-17 07:55:00,2019-08-17 08:55:00,2019-08-17 08:55:00,ID,2019-08-17 08:55:00,2019-08-17 07:30:00,2250,2100,Телетрап
318,615,A,17.08.2019 8:55,SU,203,I,3,PEK,333,296,254,21,Wide_Body,1500,1840,2000,2019-08-17 08:55:00,2019-08-17 08:55:00,2019-08-17 09:55:00,2019-08-17 10:15:00,IA,2019-08-17 10:09:00,2019-08-17 08:55:00,1920,1800,Телетрап
319,897,D,17.08.2019 8:55,JD,476,I,2,HGH,332,264,225,51,Wide_Body,1500,1840,2000,2019-08-17 07:35:00,2019-08-17 07:55:00,2019-08-17 08:55:00,2019-08-17 08:55:00,ID,2019-08-17 08:55:00,2019-08-17 07:31:00,2220,2100,Телетрап
320,237,D,17.08.2019 9:00,SU,1162,D,1,ROV,32A,158,128,203,Narrow_Body,1250,1495,1625,2019-08-17 07:55:00,2019-08-17 08:10:00,2019-08-17 09:00:00,2019-08-17 09:00:00,DD,2019-08-17 09:00:00,2019-08-17 07:49:00,2005,1850,Автобусы
321,608,A,17.08.2019 9:00,SU,151,I,3,HAV,332,229,225,28,Wide_Body,1500,1840,2000,2019-08-17 09:00:00,2019-08-17 09:00:00,2019-08-17 10:00:00,2019-08-17 10:20:00,IA,2019-08-17 10:20:00,2019-08-17 09:00:00,2100,1800,Телетрап
322,529,D,17.08.2019 9:00,SU,2502,I,2,VLC,73H,158,137,50,Narrow_Body,1250,1495,1625,2019-08-17 07:55:00,2019-08-17 08:10:00,2019-08-17 09:00:00,2019-08-17 09:00:00,ID,2019-08-17 09:00:00,2019-08-17 07:47:00,1940,1850,Телетрап
323,64,D,17.08.2019 9:00,SU,1366,D,1,STW,SU9,87,87,115,Regional,1000,1150,1250,2019-08-17 08:10:00,2019-08-17 08:20:00,2019-08-17 09:00:00,2019-08-17 09:00:00,DD,2019-08-17 09:00:00,2019-08-17 07:58:00,1660,1600,Телетрап
324,890,A,17.08.2019 9:00,BT,424,I,5,RIX,CS3,145,130,36,Narrow_Body,1250,1495,1625,2019-08-17 09:00:00,2019-08-17 09:00:00,2019-08-17 09:50:00,2019-08-17 10:05:00,IA,2019-08-17 10:09:00,2019-08-17 09:00:00,1820,1700,Телетрап
325,219,D,17.08.2019 9:05,SU,1134,D,1,AER,73H,158,156,117,Narrow_Body,1250,1495,1625,2019-08-17 08:00:00,2019-08-17 08:15:00,2019-08-17 09:05:00,2019-08-17 09:05:00,DD,2019-08-17 09:05:00,2019-08-17 07:52:00,1940,1850,Телетрап
326,811,D,17.08.2019 9:05,SU,2184,I,5,VIE,32B,183,173,40,Narrow_Body,1250,1495,1625,2019-08-17 08:00:00,2019-08-17 08:15:00,2019-08-17 09:05:00,2019-08-17 09:05:00,ID,2019-08-17 09:05:00,2019-08-17 07:58:00,1760,1700,Телетрап
327,721,D,17.08.2019 9:05,D2,152,D,1,CEE,SU9,100,27,194,Regional,1000,1150,1250,2019-08-17 08:15:00,2019-08-17 08:25:00,2019-08-17 09:05:00,2019-08-17 09:05:00,DD,2019-08-17 09:05:00,2019-08-17 08:08:00,1540,1450,Автобусы
328,596,A,17.08.2019 9:05,SU,233,I,3,DEL,333,302,282,30,Wide_Body,1500,1840,2000,2019-08-17 09:05:00,2019-08-17 09:05:00,2019-08-17 10:05:00,2019-08-17 10:25:00,IA,2019-08-17 10:24:00,2019-08-17 09:05:00,2070,1800,Телетрап
329,911,A,17.08.2019 9:05,SU,1449,D,3,MQF,320,140,122,9,Narrow_Body,1250,1495,1625,2019-08-17 09:05:00,2019-08-17 09:05:00,2019-08-17 09:55:00,2019-08-17 10:10:00,DA,2019-08-17 10:20:00,2019-08-17 09:05:00,2035,1550,Автобусы
330,334,D,17.08.2019 9:05,SU,1432,D,3,BAX,32A,158,144,3,Narrow_Body,1250,1495,1625,2019-08-17 08:00:00,2019-08-17 08:15:00,2019-08-17 09:05:00,2019-08-17 09:05:00,DD,2019-08-17 09:05:00,2019-08-17 07:52:00,1975,1550,Автобусы
331,592,D,17.08.2019 9:10,SU,2550,I,2,AMS,77W,402,320,59,Wide_Body,1500,1840,2000,2019-08-17 07:50:00,2019-08-17 08:10:00,2019-08-17 09:10:00,2019-08-17 09:10:00,ID,2019-08-17 09:10:00,2019-08-17 07:49:00,2130,2100,Телетрап
332,346,D,17.08.2019 9:10,SU,1460,D,1,OVB,73H,158,147,190,Narrow_Body,1250,1495,1625,2019-08-17 08:05:00,2019-08-17 08:20:00,2019-08-17 09:10:00,2019-08-17 09:10:00,DD,2019-08-17 09:10:00,2019-08-17 07:59:00,1975,1850,Автобусы
333,337,A,17.08.2019 9:15,SU,1437,D,1,SVX,32A,158,157,124,Narrow_Body,1250,1495,1625,2019-08-17 09:15:00,2019-08-17 09:15:00,2019-08-17 10:05:00,2019-08-17 10:20:00,DA,2019-08-17 10:25:00,2019-08-17 09:15:00,1850,1850,Телетрап
334,392,D,17.08.2019 9:15,SU,1620,D,1,SIP,32A,158,155,105,Narrow_Body,1250,1495,1625,2019-08-17 08:10:00,2019-08-17 08:25:00,2019-08-17 09:15:00,2019-08-17 09:15:00,DD,2019-08-17 09:15:00,2019-08-17 07:57:00,2065,1850,Автобусы
335,994,D,17.08.2019 9:15,SU,2682,I,3,RIX,320,140,137,42,Narrow_Body,1250,1495,1625,2019-08-17 08:10:00,2019-08-17 08:25:00,2019-08-17 09:15:00,2019-08-17 09:15:00,ID,2019-08-17 09:15:00,2019-08-17 08:00:00,2125,1550,Автобусы
336,988,D,17.08.2019 9:15,SU,2596,I,5,VCE,320,140,112,35,Narrow_Body,1250,1495,1625,2019-08-17 08:10:00,2019-08-17 08:25:00,2019-08-17 09:15:00,2019-08-17 09:15:00,ID,2019-08-17 09:15:00,2019-08-17 08:08:00,1760,1700,Телетрап
337,766,D,17.08.2019 9:15,SU,1190,D,1,KZN,32B,183,167,114,Narrow_Body,1250,1495,1625,2019-08-17 08:10:00,2019-08-17 08:25:00,2019-08-17 09:15:00,2019-08-17 09:15:00,DD,2019-08-17 09:15:00,2019-08-17 08:05:00,1850,1850,Телетрап
338,724,A,17.08.2019 9:15,AY,711,I,3,HEL,E90,100,72,32,Regional,1000,1150,1250,2019-08-17 09:15:00,2019-08-17 09:15:00,2019-08-17 09:55:00,2019-08-17 10:05:00,IA,2019-08-17 10:14:00,2019-08-17 09:15:00,1570,1300,Телетрап
339,709,A,17.08.2019 9:20,RL,7538,I,2,LCA,738,189,152,49,Narrow_Body,1250,1495,1625,2019-08-17 09:20:00,2019-08-17 09:20:00,2019-08-17 10:10:00,2019-08-17 10:25:00,IA,2019-08-17 10:32:00,2019-08-17 09:20:00,1910,1850,Телетрап
340,222,A,17.08.2019 9:20,SU,1141,D,1,AER,32A,158,156,122,Narrow_Body,1250,1495,1625,2019-08-17 09:20:00,2019-08-17 09:20:00,2019-08-17 10:10:00,2019-08-17 10:25:00,DA,2019-08-17 10:32:00,2019-08-17 09:20:00,1910,1850,Телетрап
341,110,D,17.08.2019 9:20,SU,2034,I,5,OTP,SU9,87,61,45,Regional,1000,1150,1250,2019-08-17 08:30:00,2019-08-17 08:40:00,2019-08-17 09:20:00,2019-08-17 09:20:00,ID,2019-08-17 09:20:00,2019-08-17 08:19:00,1615,1450,Автобусы
